batch_size,tokens_per_sec,time
1,0.6096384498456828,1.6403164863586426
2,3.683568077178946,0.5429518222808838
4,7.578459329940379,0.5278117656707764
8,15.593874810040106,0.5130219459533691
16,33.87285376178769,0.4723546504974365
