batch_size,tokens_per_sec,time
1,11.34058494142204,0.08817887306213379
2,16.710074918975558,0.11968827247619629
4,33.94884973623559,0.11782431602478027
8,55.89033283252438,0.14313745498657227
16,100.15127261873671,0.1597583293914795
